year,iso3c,employed,total_hours
2015,HUN,4299169,7507100000
2015,IRL,2053547,3489512000
2015,ISR,3937457.752,7459152000
2015,ITA,24303200,41025829000
2015,JPN,65518000,NA
2015,KOR,26177700,54378778000
2015,LTU,1343869,2545302000
2015,LUX,405239,615741000
2015,MEX,49541846,110678876000
2015,NLD,8776000,12623528000
2015,NZL,2367700,4076644000
2015,NOR,2710000,3866000000
2015,POL,15970000,32722676000
2015,PRT,4590785,8577921000
2015,SVK,2267097,3976689000
2015,SVN,944092,1592998000
2015,ESP,18614800,31458249000
2015,SWE,4877700,7894410000
2015,CHE,4899154.814,7724346000
2015,GBR,31285035,51854295000
2015,USA,151006000,263197000000
2015,BRA,101955076,NA
2015,BGR,3446214,5666897000
2015,HRV,1561739,2852730000
2015,CYP,369117,673397000
2015,MLT,199402,385651000
2015,MKD,776746,NA
2015,ROU,8525700,15224096000
2015,RUS,72424900,NA
2015,ZAF,15740732.505,NA
2016,AUT,4348164,7011041000
2016,CHL,8389930.36,NA
2016,CRI,1951623,4317738000
2016,CZE,5228533,9271160000
2016,DNK,2873406,4057307000
2016,EST,624700,1158943000
2016,FIN,2532000,4062400000
2016,DEU,43686000,60978246000
2016,GRC,4469514,9159918000
2016,IRL,2131382,3671779000
2016,ISR,4031969.33,7735454000
2016,ITA,24650900,41712758000
2016,JPN,66138000,NA
2016,KOR,26409100,54464406000
2016,LVA,886298,1686172000
2016,LTU,1374294,2635787000
2016,LUX,417520,633782000
2016,MEX,50589568,113216392000
2016,NLD,8909000,12927763000
2016,NZL,2480500,4275970000.0000005
2016,NOR,2717000,3885000000
2016,POL,16099700,33028201999.999996
2016,PRT,4671440,8757435000
2016,SVK,2321049,4038652000
2016,SVN,961588,1588934000
2016,ESP,19012700,32261468000
2016,SWE,4975100,8112150000
2016,CHE,4967268.179,7833706000
2016,GBR,31745325,53094754000
2016,USA,153588000,266948000000
2016,BRA,100362394,NA
2016,BGR,3463347,5692180000
2016,HRV,1565518,2871795000
2016,CYP,386308,710685000
2016,MLT,208435,419327000
2016,MKD,788919,NA
2016,ROU,8429600,15249386000
2016,RUS,72065200,NA
2016,ZAF,15780441.971,NA
2017,AUT,4420121,7080960000
2017,CHL,8592194.128999999,NA
2017,CRI,2010593,4393714000
2017,CZE,5298119,9407578000
2017,DNK,2916640,4095180000
2017,EST,641500,1191062000
2017,FIN,2547300,4070600000
2017,DEU,44290000,61483908000
2017,GRC,4446627,9132782000
2017,ISR,4129006.1070000003,7919492000
2017,ITA,24940800,42167316000
2017,JPN,66832000,NA
2017,KOR,26724800,53782974000
2017,LVA,885986,1671429000
2017,LTU,1364440,2559135000
2017,LUX,432185,651779000
2017,MEX,51375858,114965872000
2017,NLD,9116000,13228217000
2017,NZL,2582000,4431237000
2017,NOR,2748000,3900000000
2017,POL,16315000,33108980000.000004
2017,PRT,4826186,8993236000
2017,SVK,2372256,4065534000
2017,SVN,989529,1604529000
2017,ESP,19512300,32952216999.999996
2017,SWE,5099900,8247070000
2017,CHE,5012550.006,7815687000
2017,GBR,32060170,53567554000
2017,USA,155493000,270452000000
2017,BRA,101617954,NA
2017,BGR,3525352,5793060000
2017,HRV,1603873,2924820000
2017,CYP,407135,741587000
2017,MLT,225033,437374000
2017,MKD,812321,NA
2017,ROU,8631000,15413569000
2017,RUS,71842700,150111635000
2017,ZAF,16168663.493,NA
2018,AUT,4498645,7225844000
2018,CHL,8783603.283,NA
2018,CRI,2080255.9999999998,4426760000
2018,CZE,5359131,9558326000
2018,DNK,2961805,4089619000
2018,EST,647360.8960000001,1160590000
2018,FIN,2613600,4171700000
2018,DEU,44878000,61964170000
2018,GRC,4650344,9620558000
2018,IRL,2264136,3981393000
2018,ISR,4205127.361,8034802000
2018,ITA,25194000,42583840000
2018,JPN,68006000,NA
2018,KOR,26822100,53309948000
2018,LTU,1383184,2605497000
2018,MEX,52849792,118274948000
2018,NLD,9361000,13583155000
2018,NZL,2624800,4532070000
2018,NOR,2792000,3963000000
2018,POL,16403700,32842692000.000004
2018,PRT,4942323,9261851000
2018,SVK,2419902,4123328999.9999995
2018,SVN,1020881,1636416000
2018,ESP,19938400,33765616000
2018,SWE,5186100,8380670000
2018,CHE,5064547.984,7857372000
2018,GBR,32442967,54028652000
2018,USA,157916000,274913000000
2018,BRA,104340275,NA
2018,BGR,3521640,5791589000
2018,HRV,1645348,2979823000
2018,CYP,428903,775939000
2018,MLT,238602,475810000
2018,MKD,813291,NA
2018,ROU,8638800,15437386000
2018,RUS,71561700,149761500000
2018,ZAF,16393524.966,NA
2019,AUT,4549865,7344462000
2019,CHL,8975909.919,NA
2019,CRI,2132137,4411915000
2019,CZE,5351366,9542315000
2019,DNK,3004186,4122911000
2019,EST,655643.8269999999,1166480000
2019,FIN,2652100,4205200000
2019,FRA,28662000,43118594000
2019,DEU,45291000,62141255000
2019,GRC,4751956,9612781000
2019,IRL,2335311,4110194999.9999995
2019,ISR,4266621.017,8085044000
2019,ITA,25349000,42598804000
2019,JPN,68615000,NA
2019,KOR,27122700,53204197000
2019,LTU,1390436,2621643000
2019,MEX,54304286,120963716000
2019,NLD,9573000,13943543000
2019,NZL,2671100,4628494000
2019,NOR,2836000,4023000000
2019,PRT,4983272,9362594000
2019,SVK,2445190,4137228000
2019,SVN,1045705.9999999999,1674621000
2019,ESP,20467100,34348535000.000004
2019,SWE,5219400,8356430000
2019,CHE,5101729.559,7903188000
2019,USA,159720000,278225000000
2019,BRA,105995759,NA
2019,BGR,3467677,5712238000
2019,CYP,445141,811270000
2019,MLT,252200,523553000
2019,MKD,831066,NA
2019,ROU,8649500,15596019000
2019,RUS,71064500,148814379000
2019,ZAF,16349854.756000001,NA
2020,AUT,4475277,6696917000
2020,BEL,4875100,7112700000
2020,CHL,7891186.260000001,NA
2020,CRI,1899543,3665125000
2020,CZE,5227234,8744379000
2020,DNK,2970846,3982709000
2020,EST,637865.9079999999,1096645000
2020,FIN,2590000,4086200000
2020,DEU,44966000,59065847000
2020,GRC,4629794,8475968999.999999
2020,IRL,2277126,3724508000
2020,ISR,4164609.3659999995,7406477000
2020,ITA,24830100,37590976000
2020,JPN,68265000,NA
2020,KOR,26904300,51192824000
2020,LTU,1368884,2472351000
2020,MEX,50656078,111819552000
2020,NLD,9524000,13353961000
2020,NZL,2691500,4551009000
2020,NOR,2792000,3936000000
2020,POL,16831900,33546957000.000004
2020,PRT,4884370,8594651000
2020,SVK,2399070,3771291000
2020,SVN,1038441,1591772000
2020,ESP,19567000,30576946000
2020,SWE,5152700,8085970000
2020,CHE,5076207.495,7608207000
2020,USA,149978000,260316000000
2020,BRA,99254676,NA
2020,BGR,3406125,5480723000
2020,HRV,1611034.123,3182677000
2020,CYP,439859,759995000
2020,MLT,259310,497519000
2020,MKD,773482,NA
2020,ROU,8472100,14879402000
2020,ZAF,15061297.811,NA
2021,AUT,4565573,7028656000
2021,CHL,8286511.459,NA
2021,CRI,2007123,4175946000
2021,CZE,5279240,9088648000
2021,EST,638750.924,1090255000
2021,FIN,2649700,4174899999.9999995
2021,GRC,4865559,9515148000
2021,ISR,4221305.4229999995,7925007000
2021,ITA,25069400,41440389000
2021,JPN,68207000,NA
2021,KOR,27272800,51948312000
2021,LVA,904312,1651803000
2021,LTU,1386615,2541613000
2021,LUX,485132,715850000
2021,MEX,54825454,121507720000
2021,NLD,9690000,13974568000
2021,NOR,2824000,4026000000
2021,POL,17317500,35459696000
2021,PRT,4952928,8980701000
2021,SVK,2385118,3772064000
2021,SVN,1051923,1676287000
2021,ESP,20072500,32787923000.000004
2021,SWE,5217900,8296400000
2021,CHE,5108492.841999999,7828655000
2021,USA,154764000,272156000000
2021,BRA,105065178,NA
2021,BGR,3408422,5523904000
2021,HRV,1630561.486,3212856000
2021,MLT,266732,511981000
2021,ROU,8535800,15565325000
2021,ZAF,14690760,NA
2022,AUT,4683756,7199909000
2022,CHL,8828856.745,NA
2022,CRI,2123218,4577080000
2022,CZE,5333082,9489719000
2022,EST,668083.348,1123668000
2022,FIN,2742800,4281399999.9999995
2022,IRL,2594526,4365419000
2022,ISR,4486958.659,8484173000.000001
2022,JPN,68312000,NA
2022,KOR,28089100,53251113000
2022,LVA,906068,1689057000
2022,LTU,1454983,2676274000
2022,MEX,56966510,126829320000
2022,POL,17512000,35672052000
2022,PRT,5137904,9536365000
2022,SVK,2427297,3908108000
2022,SVN,1082438,1742990000
2022,SWE,5400100,8554590000
2022,USA,160415000,282005000000
2022,BGR,3444404,5576439000
2022,HRV,1665858.319,3270797000
2022,MLT,283423,531982999.99999994
2022,ZAF,15543990.587,NA
2023,AUT,4722981,7268168000
2023,CHL,9044214.571,NA
2023,CRI,2071864.9999999998,4502290000
2023,CZE,5387917,9558966000
2023,EST,689516.095,1162643000
2023,IRL,2684205,4439802000
2023,ISR,4621256.356,8691726000
2023,KOR,28416300,53049566000
2023,LVA,907418,1686308000
2023,LTU,1475804,2740305000
2023,MEX,58520115,129132144000
2023,SVK,2434058,3953967000
2023,SVN,1100185,1746628000
2023,BGR,3481414,5776808000
1995,EA20,132532987.49999999,222398243000
1998,BEL,3973900,6255707000
1998,LVA,973379,2070219000
2001,BEL,4166000,6587459000
2001,LVA,938697,2009850000
2002,CAN,15579245,27367907000
2003,BEL,4171600.0000000005,6667134000
2004,BEL,4212800,6689095000
2005,BEL,4273200,6741727000
2006,HUN,4138551.0000000005,7508804000
2007,BEL,4393400,7001575000
2008,BEL,4471600,7076330000
2010,BEL,4496800,7096821000
2010,HUN,3925603,6936071000
2011,BEL,4552200,7259376000
2011,HUN,3921944,6879959000
2011,KOR,24526500,52244976000
2011,LVA,856224,1671254000
2012,BEL,4563200,7267008000
2012,HUN,3958722,6883326000
2012,KOR,24954800,52734315000
2013,BEL,4552700,7245650000
2013,HUN,4017937,6966856000
2014,BEL,4569200,7255526000
2014,HUN,4196247,7338997000
2015,BEL,4607500,7289553000
2015,COL,20859984,49977000000
2015,LVA,889000,1690648000
2016,BEL,4665200,7381226000
2016,COL,20930863,50071000000
2016,HUN,4441587,7820399000
2017,BEL,4734800,7501742000
2017,COL,21127950,50209000000
2017,HUN,4519530,7892955000
2018,BEL,4804400,7626984000
2018,COL,21271706,50753000000
2019,BEL,4880300,7747014000
2019,COL,21309813,50773000000
2020,COL,19049126,39421000000
2020,LVA,915930,1644981000
2021,BEL,4957300,7688716000
2022,BEL,5052800,8033855000
2022,CHE,5185382,7965499000
2023,CHE,5301752.584,8106017000
1981,FRA,22593000,39652423000
1983,FRA,22638000,37689254000
1984,FRA,22528000,37323620000
1985,FRA,22487000,36496099000
1986,FRA,22601000,36586142000
1987,FRA,22805000,37181322000
1988,FRA,23030000,37766285000
1989,FRA,23434000,38097787000
1990,FRA,23650000,38363510000
1991,FRA,23711000,38281710000
1992,FRA,23571000,37969330000
1993,FRA,23342000,37397789000
1994,FRA,23471000,37544923000
1997,FRA,24040000,37836247000
1999,FRA,25058000,39107296000
2000,FRA,25690000,39617701000
2001,FRA,26059000,39691245000
2003,FRA,26197000,39121543000
2004,FRA,26232000,39800789000
2005,FRA,26413000,40110465000
2006,FRA,26702000,40142836000
2007,FRA,27089000,41320197000
2008,FRA,27228000,41711103000
2009,FRA,26922000,40922261000
2010,FRA,26948000,41177446000
2012,FRA,27253000,41639912000
2013,FRA,27305000,41306925000
2015,FRA,27521000,41400748000
2016,FRA,27720000,41784943000
2017,FRA,28047000,41847290000
2018,FRA,28328000,42482169000
2020,FRA,28645000,39840947000
2021,FRA,29395000,43169828000
2002,FRA,26188000,39012782000
2023,NOR,2968000,4191000000
1980,AUT,3484859.591,NA
1981,AUT,3462538.3940000003,NA
1982,AUT,3423726.96,NA
1983,AUT,3414180.507,NA
1984,AUT,3409578.0289999996,NA
1985,AUT,3416524.547,NA
1986,AUT,3419345.773,NA
1987,AUT,3432528.492,NA
1988,AUT,3444921.6689999998,NA
1989,AUT,3489315.068,NA
1990,AUT,3560207.801,NA
1991,AUT,3604172.996,NA
1992,AUT,3620388.423,NA
1993,AUT,3600805.672,NA
1994,AUT,3600070.892,NA
1991,CHE,4037462.381,6919000000
1992,CHE,3978437.671,6856000000
1993,CHE,3945842.943,6785000000
1994,CHE,3918427.92,6823000000
1980,ITA,21206153.404,38858812000
1981,ITA,21188988.455,38958679000
1982,ITA,21232347.314999998,39277483000
1983,ITA,21300808.672,39388837000
1984,ITA,21299618.039,39168656000
1985,ITA,21501231.775,39465134000
1986,ITA,21649167.838,39916971000
1987,ITA,21698579.077999998,40417795000
1988,ITA,21931446.912,40930915000
1989,ITA,22081168.923,40864512000
1990,ITA,22433000.767,41278403000
1991,ITA,22852797.871,41894068000
1992,ITA,22686803.885,41660557000
1993,ITA,22077398.588,40538501000
1994,ITA,21714156.518,39741178000
1980,SWE,4330257.284,6603439000
1981,SWE,4337178.855,6577385000
1982,SWE,4329035.83,6626536000
1983,SWE,4338909.248,6682206000
1984,SWE,4375043.923,6747434000
1985,SWE,4420135.926,6834920000
1986,SWE,4447415.0600000005,6868240000
1987,SWE,4482939.008,6968702000
1988,SWE,4544520.636999999,7153845000
1989,SWE,4610784.506,7252834000
1990,SWE,4653331.813,7302568000
1991,SWE,4583607.159,7132017000
1992,SWE,4379624.375,6892156000
1994,GBR,25529340.245,43951088000
1999,POL,14853600,31197575000
1980,JPN,58959392.638,NA
1981,JPN,59408666.407,NA
1982,JPN,59894123.297,NA
1983,JPN,60800711.527,NA
1984,JPN,61007759.393,NA
1985,JPN,61338432.927,NA
1986,JPN,61652019.986999996,NA
1987,JPN,61896256.062,NA
1987,NLD,6324711.853,NA
1988,JPN,62614893.074,NA
1988,NLD,6439060.966,NA
1989,JPN,63537562.691,NA
1989,NLD,6611938.052,NA
1990,JPN,64597929.191,NA
1990,NLD,6813649.732,NA
1991,JPN,65911577.546000004,NA
1991,NLD,6944424.488,NA
1992,JPN,66655341.725999996,NA
1992,NLD,7042105.227,NA
1993,JPN,66907618.495000005,NA
1993,NLD,7071710.386,NA
1994,NLD,7120758.046,NA
1993,CZE,5015522.6389999995,NA
1994,CZE,5071412.219,NA
1986,IDN,65384391,NA
1987,IDN,67578960,NA
1988,IDN,69518618,NA
1989,IDN,70426724,NA
1990,IDN,73104538,NA
1991,IDN,73911624,NA
1992,IDN,75891561,NA
1993,IDN,76718265,NA
1994,IDN,79687230,NA
1996,IDN,83552361,NA
1997,IDN,85047007,NA
1998,IDN,87292541,NA
1999,IDN,88816859,NA
2000,IDN,89837730,NA
2001,IDN,90807417,NA
2002,IDN,91647166,NA
2003,IDN,92810791,NA
2004,IDN,93722036,NA
2005,IDN,93958387,NA
2006,IDN,95456935,NA
2007,IDN,99930217,NA
2008,IDN,102552750,NA
2009,IDN,104870663,NA
2010,IDN,108207767,NA
2011,IDN,107416309,NA
2012,IDN,112504868,NA
2013,IDN,112761072,NA
2014,IDN,114628026,NA
2015,IDN,114819199,NA
2016,IDN,118411973,NA
2017,IDN,121022423,NA
1980,NLD,6060232.175,NA
1981,NLD,6033140.822000001,NA
1982,NLD,5942816.685,NA
1983,NLD,5890157.271,NA
1984,NLD,5938373.735,NA
1985,NLD,6049566.954,NA
1986,NLD,6192157.352999999,NA
1980,GBR,24994515.439,NA
1981,BEL,3733963.372,NA
1981,GBR,24177960.812000003,NA
1982,BEL,3685556.68,NA
1982,GBR,23739201.256,NA
1983,BEL,3637749.6930000004,NA
1983,GBR,23693016.038999997,NA
1984,BEL,3636009.04,NA
1984,GBR,24225993.437000003,NA
1985,BEL,3653785.474,NA
1985,LUX,162068.691,NA
1985,GBR,24480012.128,NA
1986,BEL,3677203.157,NA
1986,LUX,165891.541,NA
1986,GBR,24561298.109,NA
1987,BEL,3703686.89,NA
1987,LUX,170418.599,NA
1987,GBR,25119215.523,NA
1988,BEL,3775746.106,NA
1988,LUX,175549.26499999998,NA
1988,GBR,26017979.834999997,NA
1989,BEL,3833890.175,NA
1989,LUX,181585.343,NA
1989,NZL,1517468.447,NA
1989,GBR,26757867.003,NA
1990,BEL,3875719.273,NA
1990,EST,830800,NA
1990,LUX,189231.04200000002,NA
1990,NZL,1484197.213,NA
1990,GBR,26881643.382999998,NA
1991,BEL,3888121.554,NA
1991,EST,807200,NA
1991,LUX,196776.139,NA
1991,NZL,1500582.6709999999,NA
1991,GBR,26103884.338,NA
1992,BEL,3883175.7600000002,NA
1992,EST,759100,NA
1992,LUX,202208.609,NA
1992,NZL,1458806.0089999998,NA
1992,GBR,25521950.611,NA
1993,BEL,3858184.736,NA
1993,EST,698800,NA
1993,LUX,205830.256,NA
1993,NZL,1473565.428,NA
1993,GBR,25329820.11,NA
1994,BEL,3841819.37,NA
1994,EST,675400,NA
1994,LUX,211363.327,NA
1994,NZL,1549864.122,NA
1994,SVK,2103093.817,NA
1995,NZL,1610152.598,NA
1996,NZL,1665437.881,NA
1997,NZL,1667564.238,NA
1998,NZL,1709841.2189999998,NA
1999,NZL,1763875.7040000001,NA
2000,NZL,1759748.07,NA
2001,NZL,1806027.605,NA
2002,NZL,1860187.17,NA
2003,NZL,1911720.0580000002,NA
2004,KOR,22681900,NA
2004,NZL,1973884.7310000001,NA
2005,KOR,22831000,NA
2005,NZL,2058688.8530000001,NA
2006,KOR,23188100,NA
2006,NZL,2104843.309,NA
2007,KOR,23561100,NA
2007,NZL,2126982.438,NA
2008,KOR,23774800,NA
2008,NZL,2178265.167,NA
2009,KOR,23687600,NA
2010,KOR,24032800,NA
2009,BEL,4465700,6985087000
2019,HRV,1627218.1539999999,3247530000
2010,CRI,1837449,4132910000
2003,POL,13606100,28357454000
2010,POL,15370300,31490671000
2019,POL,16798900,33806733000
2021,CYP,445358,796656000
2021,DEU,45053000,60455663000
2022,CYP,458085,829361000
2022,DEU,45675000,61210860000
2022,GRC,4983638,9892997000
2022,ESP,20773600,34347896000
2023,GRC,5044043,10073107000
2023,DEU,46011000,61437337000
2023,ROU,8471100,15467524000
2023,BEL,5092400,8113664000
2023,ESP,21399200,35051640000
1991,ISL,131300,229489000
1992,ISL,132000,231355000
1993,ISL,131800,231498000
1994,ISL,131700,232348000
1995,ISL,135700,235261000
1996,ISL,135500,238315000
1997,ISL,138700,240916000
1998,ISL,140800,245150000
1999,ISL,144300,251424000
2000,ISL,148400,256541000
2001,ISL,150000,257164000
2002,ISL,148000,253741000
2003,ISL,149100,250851000
2004,ISL,150100,253197000
2005,ISL,161600,260959000
2006,ISL,170300,270496000
2007,ISL,178100,276745000
2008,ISL,179300,291399000
2009,ISL,164600,252889000
2010,ISL,162500,248276000
2011,ISL,164300,252641000
2012,ISL,167400,254961000
2013,ISL,171300,261084000
2014,ISL,175500,265608000
2015,ISL,180500,272808000
2016,ISL,188700,286823000
2017,ISL,196700,296442000
2018,ISL,202600,303182000
2019,ISL,202400,299582000
2020,ISL,192800,282341000
2021,ISL,195500,285506000
2022,ISL,209400,305701000
2023,ISL,218300,316970000
1992,HUN,4407871.295,NA
1993,HUN,4131481.8830000004,NA
1994,HUN,4050292.494,NA
2002,ROU,9573900,17876158000
1998,IRL,1593113,3054657000
2023,HRV,1703037.391,3361875000
2023,COL,22788394,51330000000
2023,FRA,30395000,45685815000
2023,NLD,10166000,14710313000
2023,PRT,5191780,9718709000
2024,FRA,30623000,46218348000
2024,ISL,223100,319950000
2024,ESP,21873600,35731204000
2024,BEL,5108900,8139723000
2024,DEU,46081000,61354593000
2024,GRC,5105691,10224001000
2024,HUN,4764215,7950008000
2024,LUX,517744,760639000
2024,POL,17404900,34804623000
2024,BGR,3518677,5718824000
2024,ROU,8627300,15778648000
2024,HRV,1806899.145,3534060000
2024,PRT,5274758,9764964000
2024,NLD,10266000,14906025000
2022,AUS,14161598.817,23076399000
2022,COL,22032180,50280000000
2022,ITA,25550400,43212191000
2022,NOR,2929000,4166000000
2022,NLD,10000000,14511190000
2023,ITA,26039300,44303815000
2023,AUS,14510003.527,23384839000
2023,JPN,68553000,NA
2023,USA,163124000,285643000000
2024,AUT,4725179,7190268000
2024,NOR,2984000,4202000000
2024,EST,690871.544,1168823000
2024,ITA,26467600,45237093000
1994,AUS,8321605.116,14504505000
1995,AUS,8512718.331,14856846000
1996,AUS,8561399.251,14921123000
1997,AUS,8693668.136,15057116000
1998,AUS,8849893.44,15223550000
1999,AUS,9047897.752,15698522000
2000,AUS,9233684.810999999,15813232000
2001,AUS,9346648.259,15834914000
2002,AUS,9569564.73,16183126000
2003,AUS,9750882.304000001,16410216000
2004,AUS,10026415.277,16869868999.999998
2005,AUS,10279143.102,17202136000
2006,AUS,10602872.484,17713650000
2007,AUS,10910005.066,18266386000
2008,AUS,11054960.84,18450843000
2009,AUS,11172778.52,18453009000
2010,AUS,11437786.67,18961400000
2011,AUS,11570854.908,19202147000
2012,AUS,11712377.297,19323149000
2013,AUS,11760666.423,19434326000
2014,AUS,11904852.095,19603954000
2015,AUS,12157895.087000001,19949721000
2016,AUS,12324251.406,20257602000
2017,AUS,12689491.161,20772345000
2018,AUS,12981969.913,21204351000
2019,AUS,13007425.4,20854970000
2020,AUS,13059242.005,20906111000
2021,AUS,13507122.276,21472208000
2021,COL,20391742,46647000000
1997,CAN,14036080,25286718000
1998,CAN,14352050,25785716000
2010,CAN,17372215,29788360000
2011,CAN,17651855,30200485000
2012,CAN,17873360,30758606000
2013,CAN,18116630,31046226000
2014,CAN,18166715,31054824000
2015,CAN,18329815,31350842000
2016,CAN,18481830,31503244000
2017,CAN,18897075,32007088000
2018,CAN,19249000,32795288000
2019,CAN,19678055,33315701999.999996
2020,CAN,17716895,29370976000
2021,CAN,19179560,32426505000
2022,CAN,20095405,34023093000
2023,CAN,20772775,35183990000
2024,CAN,21151880,35903402000
2002,IRL,1849256,3430950000
2009,IRL,2013432,3378440000
2011,IRL,1885853,3174586000
2017,IRL,2197907,3836103000
2021,IRL,2426530,4004754000
2018,LUX,447353,670510000
2019,LUX,463326,691879000
2020,LUX,471583,654552000
2004,ROU,9187500,17332959000
2021,DNK,3038181,4219497999.9999995
2021,NZL,2758200,4638655000
2022,DNK,3161156,4379839000
2022,LUX,501248,737629000
2022,NZL,2829200,4856654000
2022,ROU,8599500,15500263000
2019,GBR,32918729,54872596000
2020,GBR,32554923,48471039000
2021,GBR,32551369,52527025000
2022,GBR,32955659,54526677000
1995,HUN,3911450,7625271000
1996,HUN,3904379,7603972000
1998,HUN,3980964,7748569000
2000,HUN,4085740,7900315000
2001,HUN,4094877,7775515000
2002,HUN,4089888,7707949000
2003,HUN,4169904.9999999995,7743902000
2004,HUN,4131145.9999999995,7680649000
2005,HUN,4101892,7525227000
2007,HUN,4113912.0000000005,7356128000
2008,HUN,4032228,7224384000
2009,HUN,3957494,6959856000
2018,HUN,4597511,7954225000
2019,HUN,4639628,7986967000
2020,HUN,4589726,7608212000
2021,HUN,4673514,7893401000
2022,HUN,4744217,8057313000
2023,DNK,3195965,4392376000
2023,FIN,2768600,4285600000.0000005
2023,HUN,4757293,7936119000
2023,LUX,512010,750646000
2023,NZL,2910900,4959822000
2023,SWE,5466000,8644860000
2023,GBR,33348733.999999996,54893138000
2023,ZAF,16501611.810999999,NA
2023,POL,17528900,35480177000
2018,LVA,903880,1716871000
2019,LVA,922191,1751075000
2024,IRL,2756367,4532889000
2024,CHE,5340370.906,8117327000
2024,COL,23036043,NA
2024,CZE,5404221,9569302000
2024,DNK,3217364,4412710000
2024,FIN,2739000,4247000000
2024,ISR,4650625.794,8729382000
2024,LVA,898997,1682404000
2024,LTU,1501382,2820596000
2024,SVK,2430290,3955660000
2024,SVN,1101751,1765192000
2024,SWE,5449300,8617000000
2024,GBR,33612740,55890803000
2024,ZAF,16855274.49,NA
2019,EA20,162756642.48099998,255159570000
2018,EA20,160618037.146,252412025000
2020,EA20,160425367.532,234801448000
2021,EA20,162919487.411,249230779000
2022,EA20,166804322.667,258209851000
2023,EA20,169198751.73700002,261960094000
2024,EA20,170877214.688,264775944000.00003
1997,EA20,134644301,225104672000
1998,EA20,137055672.75,229278690000
1999,EA20,139696265,232904393000
2000,EA20,142851150.5,236145825000
2001,EA20,144527268.75,237780355000
2002,EA20,145684028.5,237864614000
2003,EA20,146373965,238204457000
2004,EA20,147492383.75,240725548000
2005,EA20,148967119.25,242488655000
2006,EA20,151597228.25,246866871000
2007,EA20,154472329.75,252038115000
2008,EA20,155796469.5,253665761000
2009,EA20,152859734.5,244997209000
2010,EA20,151998274.25,244100105000
2011,EA20,152185618.75,244369484000
2012,EA20,151540514.25,240593582000
2013,EA20,150799170.5,237832489000
2014,EA20,151918399.75,239412565000
2015,EA20,153346112.5,241539773000
2016,EA20,155551201.25,245452568000
2017,EA20,158004032,248140056000
1997,EU27_2020,180462696,311421626000
1999,EU27_2020,184661979,317955013000
2009,EU27_2020,197856871.5,327350032000
2015,EU27_2020,198467140.5,323587407000
2020,EU27_2020,207075998.532,317129800000
2021,EU27_2020,210391088.411,335279364000
2022,EU27_2020,214997945.667,345437434000
2023,EU27_2020,217493748.737,349243638000
2024,EU27_2020,219275061.688,351666674000
1995,EU27_2020,178262067.5,307886995000
1996,EU27_2020,178989815.75,309301286000
1998,EU27_2020,182727162.75,315239824000
2000,EU27_2020,187426275.5,319954259000
2001,EU27_2020,188755348.75,320298412000
2002,EU27_2020,188439809.5,317383428000
2003,EU27_2020,189055071,317045527000
2004,EU27_2020,189950363.75,319899657000
2005,EU27_2020,191887021.25,322190249000
2006,EU27_2020,195524605.25,327944000000
2007,EU27_2020,199550866.75,335116418000
2008,EU27_2020,201498421.5,338114640000
2010,EU27_2020,196017815.25,325032838000
2011,EU27_2020,196082831.75,325106468000
2012,EU27_2020,195569445.25,320867685000
2013,EU27_2020,194853062.5,317914393000
2014,EU27_2020,196609880.75,320738628000
2016,EU27_2020,201062474.25,328683351000
2017,EU27_2020,204309572,332098447000
2018,EU27_2020,207286724.146,336466531000
2019,EU27_2020,209887299.481,340283183000
1995,FRA,23712000,37443134000
2011,FRA,27156000,41649168000
2022,FRA,30064000,45035896000
